%%%Pine MK for Kat ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
FALL,,,,,,,FOR PLOTTING,,,COUNTS PER DAY,
Detection,Receiver,Year,Month,Day,fname,File Start Time,DATE,Start,,Date,
,1677987850,2018,06,15,1677987881.180615020002.wav,02:00:02,06/15/2018,2.000555556,,06/15/2018,4
,1677987850,2018,06,15,1677987881.180615094502.wav,09:45:02,06/15/2018,9.750555556,,06/16/2018,4
,1677987850,2018,06,15,1677987881.180615131502.wav,13:15:02,06/15/2018,13.25055556,,06/17/2018,5
,1677987850,2018,06,15,1677987881.180615154502.wav,15:45:02,06/15/2018,15.75055556,,06/18/2018,4
,1677987850,2018,06,16,1677987881.180616093002.wav,09:30:02,06/16/2018,9.500555556,,06/19/2018,2
,1677987850,2018,06,16,1677987881.180616123002.wav,12:30:02,06/16/2018,12.50055556,,06/20/2018,1
,1677987850,2018,06,16,1677987881.180616124502.wav,12:45:02,06/16/2018,12.75055556,,06/21/2018,4
,1677987850,2018,06,16,1677987881.180616130002.wav,13:00:02,06/16/2018,13.00055556,,06/22/2018,6
,1677987850,2018,06,17,1677987881.180617101502.wav,10:15:02,06/17/2018,10.25055556,,06/23/2018,2
,1677987850,2018,06,17,1677987881.180617123002.wav,12:30:02,06/17/2018,12.50055556,,06/24/2018,0
,1677987850,2018,06,17,1677987881.180617140002.wav,14:00:02,06/17/2018,14.00055556,,06/25/2018,3
,1677987850,2018,06,17,1677987881.180617141502.wav,14:15:02,06/17/2018,14.25055556,,06/26/2018,4
,1677987850,2018,06,17,1677987881.180617161502.wav,16:15:02,06/17/2018,16.25055556,,06/27/2018,0
,1677987850,2018,06,18,1677987881.180618121502.wav,12:15:02,06/18/2018,12.25055556,,06/28/2018,3
,1677987850,2018,06,18,1677987881.180618130002.wav,13:00:02,06/18/2018,13.00055556,,06/29/2018,6
,1677987850,2018,06,18,1677987881.180618134502.wav,13:45:02,06/18/2018,13.75055556,,06/30/2018,6
,1677987850,2018,06,18,1677987881.180618200002.wav,20:00:02,06/18/2018,20.00055556,,,
,1677987850,2018,06,19,1677987881.180619104502.wav,10:45:02,06/19/2018,10.75055556,,,
,1677987850,2018,06,19,1677987881.180619200002.wav,20:00:02,06/19/2018,20.00055556,,,
,1677987850,2018,06,20,1677987881.180620211502.wav,21:15:02,06/20/2018,21.25055556,,,
,1677987850,2018,06,21,1677987881.180621094502.wav,09:45:02,06/21/2018,9.750555556,,,
,1677987850,2018,06,21,1677987881.180621124502.wav,12:45:02,06/21/2018,12.75055556,,,
,1677987850,2018,06,21,1677987881.180621200002.wav,20:00:02,06/21/2018,20.00055556,,,
,1677987850,2018,06,21,1677987881.180621211502.wav,21:15:02,06/21/2018,21.25055556,,,
,1677987850,2018,06,22,1677987881.180622131502.wav,13:15:02,06/22/2018,13.25055556,,,
,1677987850,2018,06,22,1677987881.180622160002.wav,16:00:02,06/22/2018,16.00055556,,,
,1677987850,2018,06,22,1677987881.180622170002.wav,17:00:02,06/22/2018,17.00055556,,,
,1677987850,2018,06,22,1677987881.180622171502.wav,17:15:02,06/22/2018,17.25055556,,,
,1677987850,2018,06,22,1677987881.180622173002.wav,17:30:02,06/22/2018,17.50055556,,,
,1677987850,2018,06,22,1677987881.180622180002.wav,18:00:02,06/22/2018,18.00055556,,,
,1677987850,2018,06,23,1677987881.180623124502.wav,12:45:02,06/23/2018,12.75055556,,,
,1677987850,2018,06,23,1677987881.180623201502.wav,20:15:02,06/23/2018,20.25055556,,,
,1677987850,2018,06,25,1677987881.180625134502.wav,13:45:02,06/25/2018,13.75055556,,,
,1677987850,2018,06,25,1677987881.180625204502.wav,20:45:02,06/25/2018,20.75055556,,,
,1677987850,2018,06,25,1677987881.180625220002.wav,22:00:02,06/25/2018,22.00055556,,,
,1677987850,2018,06,26,1677987881.180626000002.wav,00:00:02,06/26/2018,0.000555556,,,
,1677987850,2018,06,26,1677987881.180626133002.wav,13:30:02,06/26/2018,13.50055556,,,
,1677987850,2018,06,26,1677987881.180626210002.wav,21:00:02,06/26/2018,21.00055556,,,
,1677987850,2018,06,26,1677987881.180626220002.wav,22:00:02,06/26/2018,22.00055556,,,
,1677987850,2018,06,28,1677987881.180628083002.wav,08:30:02,06/28/2018,8.500555556,,,
